2023-05-02 00:08:04,143.6
2023-05-02 00:13:05,96.9
2023-05-02 00:18:07,97.9
2023-05-02 00:23:08,98.8
2023-05-02 00:28:10,99.1
2023-05-02 00:33:11,98.2
2023-05-02 00:38:12,98.2
2023-05-02 00:43:14,100.0
2023-05-02 00:48:15,99.9
2023-05-02 00:53:16,97.9
2023-05-02 00:58:18,99.3
2023-05-02 01:03:19,102.5
2023-05-02 01:08:21,103.3
2023-05-02 01:13:22,100.9
2023-05-02 01:18:23,100.8
2023-05-02 01:23:25,102.3
2023-05-02 01:28:26,101.8
2023-05-02 01:33:27,103.4
2023-05-02 01:38:29,103.6
2023-05-02 01:43:30,103.0
2023-05-02 01:48:32,104.0
2023-05-02 01:53:33,102.4
2023-05-02 01:58:34,103.3
2023-05-02 02:03:36,100.1
2023-05-02 02:08:37,104.7
2023-05-02 02:13:39,105.0
2023-05-02 02:18:40,107.1
2023-05-02 02:23:41,107.7
2023-05-02 02:28:43,109.3
2023-05-02 02:33:44,110.5
2023-05-02 02:38:45,110.3
2023-05-02 02:43:47,110.5
2023-05-02 02:48:48,111.6
2023-05-02 02:53:50,110.4
2023-05-02 02:58:51,108.9
2023-05-02 03:03:52,109.4
2023-05-02 03:08:54,110.6
2023-05-02 03:13:55,109.1
2023-05-02 03:18:56,108.1
2023-05-02 03:23:58,110.2
2023-05-02 03:28:59,108.6
2023-05-02 03:34:01,108.7
2023-05-02 03:39:02,108.2
2023-05-02 03:44:03,109.0
2023-05-02 03:49:05,107.8
2023-05-02 03:54:06,107.7
2023-05-02 03:59:07,108.0
2023-05-02 04:04:09,108.3
2023-05-02 04:09:10,107.2
2023-05-02 04:14:12,107.7
2023-05-02 04:19:13,105.9
2023-05-02 04:24:14,107.4
2023-05-02 04:29:16,107.1
2023-05-02 04:34:17,106.9
2023-05-02 04:39:19,106.8
2023-05-02 04:44:20,106.2
2023-05-02 04:49:21,107.0
2023-05-02 04:54:23,105.4
2023-05-02 04:59:24,106.1
2023-05-02 05:04:25,105.1
2023-05-02 05:09:27,105.7
2023-05-02 05:14:28,107.0
2023-05-02 05:19:30,107.1
2023-05-02 05:24:31,104.4
2023-05-02 05:29:32,106.3
2023-05-02 05:34:34,104.0
2023-05-02 05:39:35,104.4
2023-05-02 05:44:36,104.6
2023-05-02 05:49:38,104.3
2023-05-02 05:54:39,104.9
2023-05-02 05:59:41,106.6
2023-05-02 06:04:42,104.9
2023-05-02 06:09:43,104.2
2023-05-02 06:14:45,103.8
2023-05-02 06:19:46,105.6
2023-05-02 06:24:47,106.1
2023-05-02 06:29:49,104.1
2023-05-02 06:34:50,104.8
2023-05-02 06:39:52,103.6
2023-05-02 06:44:53,103.7
2023-05-02 06:49:54,103.4
2023-05-02 06:54:56,102.8
2023-05-02 06:59:57,104.8
2023-05-02 07:04:59,103.2
2023-05-02 07:10:00,102.3
2023-05-02 07:15:01,103.3
2023-05-02 07:20:03,104.0
2023-05-02 07:25:04,101.8
2023-05-02 07:30:05,99.4
2023-05-02 07:35:07,101.8
2023-05-02 07:40:08,100.0
2023-05-02 07:45:10,103.4
2023-05-02 07:50:11,101.8
2023-05-02 07:55:12,104.0
2023-05-02 08:00:14,99.8
2023-05-02 08:05:15,104.8
2023-05-02 08:10:17,102.0
2023-05-02 08:15:20,102.5
2023-05-02 08:20:22,101.0
2023-05-02 08:25:23,104.0
2023-05-02 08:30:25,100.1
2023-05-02 08:35:26,101.7
2023-05-02 08:40:27,100.5
2023-05-02 08:45:29,103.8
2023-05-02 08:50:30,100.4
2023-05-02 08:55:32,103.8
2023-05-02 09:00:33,101.4
2023-05-02 09:05:34,103.5
2023-05-02 09:10:36,103.1
2023-05-02 09:15:37,103.9
2023-05-02 09:20:38,103.3
2023-05-02 09:25:40,104.8
2023-05-02 09:30:41,104.0
2023-05-02 09:35:43,104.6
2023-05-02 09:40:44,104.5
2023-05-02 09:45:45,106.7
2023-05-02 09:50:47,104.6
2023-05-02 09:55:48,106.4
2023-05-02 10:00:49,106.7
2023-05-02 10:05:51,108.7
2023-05-02 10:10:52,108.4
2023-05-02 10:15:54,109.4
2023-05-02 10:20:55,108.0
2023-05-02 10:25:56,109.1
2023-05-02 10:30:58,108.2
2023-05-02 10:35:59,109.7
2023-05-02 10:41:00,108.8
2023-05-02 10:46:02,110.4
2023-05-02 10:51:03,110.6
2023-05-02 10:56:05,108.2
2023-05-02 11:01:06,108.0
2023-05-02 11:06:07,109.5
2023-05-02 11:11:09,110.7
2023-05-02 11:16:10,109.7
2023-05-02 11:21:12,108.9
2023-05-02 11:26:13,106.9
2023-05-02 11:31:14,105.5
2023-05-02 11:36:16,107.0
2023-05-02 11:41:17,104.8
2023-05-02 11:46:18,106.8
2023-05-02 11:51:20,105.1
2023-05-02 11:56:21,105.1
2023-05-02 12:01:23,106.3
2023-05-02 12:06:24,105.9
2023-05-02 12:11:25,107.3
2023-05-02 12:16:27,105.2
2023-05-02 12:21:28,105.8
2023-05-02 12:26:29,107.3
2023-05-02 12:31:31,106.1
2023-05-02 12:36:32,107.7
2023-05-02 12:41:34,106.9
2023-05-02 12:46:35,107.9
2023-05-02 12:51:36,107.2
2023-05-02 12:56:38,106.5
2023-05-02 13:01:39,105.8
2023-05-02 13:06:40,107.0
2023-05-02 13:11:42,107.9
2023-05-02 13:16:43,106.2
2023-05-02 13:21:45,108.2
2023-05-02 13:26:46,107.7
2023-05-02 13:31:47,108.2
2023-05-02 13:36:49,106.3
2023-05-02 13:41:50,106.9
2023-05-02 13:46:51,106.9
2023-05-02 13:51:53,107.2
2023-05-02 13:56:54,105.6
2023-05-02 14:01:56,107.6
2023-05-02 14:06:57,106.5
